1.169200000000000000e+04, 18540.0, 14972.0 
1.152000000000000000e+04, 43341.0, 10.0 
1.137200000000000000e+04, 66636.0, 48301.0 
1.180100000000000000e+04, 39553.0, 11.0 
1.056600000000000000e+04, 23570.0, 9.0 
1.000300000000000000e+04, 56024.0, 40947.0 
1.136100000000000000e+04, 28606.0, 21948.0 
1.100500000000000000e+04, 1806.0, 2.0 
1.171600000000000000e+04, 10700.0, 6.0 
1.471000000000000000e+04, 3540.0, 3.0 
1.102300000000000000e+04, 9027.0, 5.0 
1.445000000000000000e+04, 41104.0, 10.0 
1.122100000000000000e+04, 78895.0, 56796.0 
1.379000000000000000e+04, 19104.0, 8.0 
1.142600000000000000e+04, 17590.0, 14314.0 
1.141600000000000000e+04, 24861.0, 19353.0 
1.050400000000000000e+04, 7987.0, 5.0 
1.003000000000000000e+04, 26999.0, 20834.0 
1.156500000000000000e+04, 8690.0, 5.0 
1.045200000000000000e+04, 75371.0, 54354.0 
1.176600000000000000e+04, 12635.0, 6.0 
1.143400000000000000e+04, 59129.0, 43099.0 
1.420900000000000000e+04, 7926.0, 5.0 
1.001700000000000000e+04, 16575.0, 13611.0 
1.136400000000000000e+04, 34555.0, 26070.0 
1.141900000000000000e+04, 47211.0, 34840.0 
1.100300000000000000e+04, 41356.0, 10.0 
1.003100000000000000e+04, 56438.0, 41234.0 
1.095200000000000000e+04, 38917.0, 11.0 
1.047100000000000000e+04, 22922.0, 18009.0 
1.155800000000000000e+04, 8370.0, 5.0 
1.016200000000000000e+04, 1685.0, 3293.0 
1.123300000000000000e+04, 67053.0, 48590.0 
1.046100000000000000e+04, 50502.0, 37121.0 
1.120600000000000000e+04, 81677.0, 58724.0 
1.030700000000000000e+04, 14096.0, 11893.0 
1.123400000000000000e+04, 87757.0, 62937.0 
1.046000000000000000e+04, 57311.0, 41839.0 
1.420300000000000000e+04, 1618.0, 2.0 
1.172000000000000000e+04, 29189.0, 10.0 
1.142100000000000000e+04, 39127.0, 29238.0 
1.047300000000000000e+04, 58519.0, 42676.0 
1.142800000000000000e+04, 19168.0, 15408.0 
1.155900000000000000e+04, 8176.0, 5.0 
1.169300000000000000e+04, 11916.0, 10382.0 
1.405100000000000000e+04, 19533.0, 9.0 
1.109600000000000000e+04, 8344.0, 5.0 
1.446700000000000000e+04, 9105.0, 5.0 
1.196400000000000000e+04, 1858.0, 2.0 
1.051200000000000000e+04, 25590.0, 10.0 
1.176800000000000000e+04, 21902.0, 9.0 
1.001000000000000000e+04, 31834.0, 24185.0 
1.030800000000000000e+04, 27357.0, 21082.0 
1.157700000000000000e+04, 12337.0, 6.0 
1.050200000000000000e+04, 5487.0, 3.0 
1.058300000000000000e+04, 38982.0, 11.0 
1.110300000000000000e+04, 38780.0, 28998.0 
1.120900000000000000e+04, 68853.0, 49837.0 
1.179700000000000000e+04, 9041.0, 5.0 
1.094100000000000000e+04, 13779.0, 7.0 
1.123900000000000000e+04, 13393.0, 11406.0 
1.155700000000000000e+04, 7823.0, 5.0 
1.158100000000000000e+04, 20844.0, 9.0 
1.169700000000000000e+04, 4079.0, 4952.0 
1.103000000000000000e+04, 17962.0, 8.0 
1.122900000000000000e+04, 80018.0, 57574.0 
1.177200000000000000e+04, 44837.0, 10.0 
1.053000000000000000e+04, 12604.0, 6.0 
1.001900000000000000e+04, 42870.0, 31832.0 
1.031400000000000000e+04, 85510.0, 61380.0 
1.137300000000000000e+04, 100820.0, 71989.0 
1.194800000000000000e+04, 1123.0, 1.0 
1.055000000000000000e+04, 37144.0, 11.0 
1.104000000000000000e+04, 40782.0, 10.0 
1.405200000000000000e+04, 17329.0, 8.0 
1.055300000000000000e+04, 10170.0, 5.0 
1.060300000000000000e+04, 17045.0, 8.0 
1.120700000000000000e+04, 93386.0, 66837.0 
1.170300000000000000e+04, 16415.0, 8.0 
1.058000000000000000e+04, 17208.0, 8.0 
1.059800000000000000e+04, 28647.0, 10.0 
1.255300000000000000e+04, 24438.0, 10.0 
1.002500000000000000e+04, 94600.0, 67679.0 
1.141200000000000000e+04, 34882.0, 26297.0 
1.305700000000000000e+04, 14992.0, 7.0 
1.100100000000000000e+04, 26883.0, 10.0 
1.002400000000000000e+04, 59283.0, 43206.0 
1.057000000000000000e+04, 12680.0, 6.0 
1.046300000000000000e+04, 67970.0, 49225.0 
1.137800000000000000e+04, 34981.0, 26365.0 
1.070100000000000000e+04, 63393.0, 5.0 
1.092100000000000000e+04, 4135.0, 3.0 
1.400900000000000000e+04, 5672.0, 4.0 
1.169100000000000000e+04, 60035.0, 43727.0 
1.046500000000000000e+04, 42230.0, 31389.0 
1.047500000000000000e+04, 40931.0, 30488.0 
1.171400000000000000e+04, 22658.0, 9.0 
1.174100000000000000e+04, 27655.0, 10.0 
1.461400000000000000e+04, 1224.0, 1.0 
1.470100000000000000e+04, 40730.0, 10.0 
1.121200000000000000e+04, 84500.0, 60680.0 
1.422800000000000000e+04, 20857.0, 9.0 
1.136500000000000000e+04, 42252.0, 31404.0 
1.080100000000000000e+04, 40827.0, 10.0 
1.000500000000000000e+04, 7135.0, 7069.0 
1.104200000000000000e+04, 520.0, 1.0 
1.122200000000000000e+04, 36934.0, 27719.0 
1.120400000000000000e+04, 78134.0, 56269.0 
1.178900000000000000e+04, 7895.0, 5.0 
1.045400000000000000e+04, 37337.0, 27998.0 
1.000900000000000000e+04, 61347.0, 44636.0 
1.158000000000000000e+04, 40113.0, 10.0 
1.156100000000000000e+04, 37280.0, 11.0 
1.159000000000000000e+04, 45768.0, 10.0 
